DBPedia_Company_8008,Location_Dbpedia_905,FALSE,,
DBPedia_Company_660,Location_Dbpedia_17,FALSE,,
DBPedia_Company_3157,Location_Dbpedia_478,FALSE,,
DBPedia_Company_3059,Location_Dbpedia_2475,FALSE,,
DBPedia_Company_4736,Location_Dbpedia_3224,FALSE,,
DBPedia_Company_5493,Location_Dbpedia_1768,FALSE,,
DBPedia_Company_7347,Location_Dbpedia_1768,FALSE,,
DBPedia_Company_2770,Location_Dbpedia_757,FALSE,resource/British_Columbia,"Abbotsford, British Columbia"
DBPedia_Company_2771,Location_Dbpedia_250,FALSE,resource/British_Columbia,"Colwood, British Columbia"
DBPedia_Company_3724,Location_Dbpedia_1454,FALSE,British_Columbia,"Maple Ridge, British Columbia"
DBPedia_Company_7392,Location_Dbpedia_1850,FALSE,British_Columbia,"Powell River, British Columbia"
DBPedia_Company_8660,Location_Dbpedia_1673,FALSE,British_Columbia,"Victoria, British Columbia"
DBPedia_Company_795,Location_Dbpedia_3224,FALSE,http://dbpedia.org/resource/Bristol,"Bristol, Connecticut"
DBPedia_Company_1492,Location_Dbpedia_3224,FALSE,http://dbpedia.org/resource/Bristol,"Bristol, Connecticut"
DBPedia_Company_1496,Location_Dbpedia_3224,FALSE,http://dbpedia.org/resource/Bristol,"Bristol, Connecticut"
DBPedia_Company_1499,Location_Dbpedia_3224,FALSE,http://dbpedia.org/resource/Bristol,"Bristol, Connecticut"
DBPedia_Company_1631,Location_Dbpedia_3224,FALSE,http://dbpedia.org/resource/Bristol,"Bristol, Connecticut"
DBPedia_Company_4026,Location_Dbpedia_3224,FALSE,http://dbpedia.org/resource/Bristol,"Bristol, Connecticut"
DBPedia_Company_4315,Location_Dbpedia_3224,FALSE,http://dbpedia.org/resource/Bristol,"Bristol, Connecticut"
DBPedia_Company_4383,Location_Dbpedia_3224,FALSE,http://dbpedia.org/resource/Bristol,"Bristol, Connecticut"
DBPedia_Company_4736,Location_Dbpedia_3224,FALSE,http://dbpedia.org/resource/Bristol,"Bristol, Connecticut"
DBPedia_Company_5493,Location_Dbpedia_3224,FALSE,http://dbpedia.org/resource/Bristol,"Bristol, Connecticut"
DBPedia_Company_5501,Location_Dbpedia_3224,FALSE,http://dbpedia.org/resource/Bristol,"Bristol, Connecticut"
DBPedia_Company_5636,Location_Dbpedia_3224,FALSE,http://dbpedia.org/resource/Bristol,"Bristol, Connecticut"
DBPedia_Company_5815,Location_Dbpedia_3224,FALSE,http://dbpedia.org/resource/Bristol,"Bristol, Connecticut"
DBPedia_Company_7583,Location_Dbpedia_3224,FALSE,http://dbpedia.org/resource/Bristol,"Bristol, Connecticut"
DBPedia_Company_7999,Location_Dbpedia_3224,FALSE,http://dbpedia.org/resource/Bristol,"Bristol, Connecticut"
DBPedia_Company_8398,Location_Dbpedia_3224,FALSE,http://dbpedia.org/resource/Bristol,"Bristol, Connecticut"
DBPedia_Company_9215,Location_Dbpedia_3224,FALSE,http://dbpedia.org/resource/Bristol,"Bristol, Connecticut"
DBPedia_Company_4383,Location_Dbpedia_1768,FALSE,http://dbpedia.org/resource/Bristol,"Bristol, Tennessee"
